Number	Text	Original text in English (This column is ignored during the import)
501813	Clique duas vezes o manequim para aumentar sua habilidade de roubar ...	Double click the dummy to increase your stealing skill...
501814	Praticar no manequim por um tempo e depois voltar para a pessoa que lhe deu essa tarefa.	Practice on the dummy for a while and then return to the person that gave you this task.
501815	Você tem que esperar até que ele pare balançando.	You have to wait until it stops swinging.
501816	Você está longe demais para fazer isso.	You are too far away to do that.
501817	de punho	barehand
501818	twohand	twohand
501819	perfurante	piercing
501820	contusão	bashing
501821	cortante	slashing
501822	Você não pode praticar armas de longo alcance sobre este assunto.	You can't practice ranged weapons on this.
501823	mudando para 4211	changing to 4211
501824	mudando para 4215	changing to 4215
501825	tentando atualizar a seta de ponteiro	trying to update the pointer arrow
501826	manequim está chamando pointPlayerToLocation	dummy is calling pointPlayerToLocation
501827	Ter concluído a sua missão! Voltar para a pessoa que lhe deu essa tarefa.	You have completed your quest!  Return to the person that gave you this task.
501828	Sua habilidade não pode melhorar mais longe, basta praticar com um manequim.	Your skill cannot improve any further by simply practicing with a dummy.
501829	Você não pode praticar isso enquanto em uma montagem.	You can't practice on this while on a mount.
501830	Sua habilidade para roubar não pode melhorar mais longe, basta praticar em um manequim.	Your ability to steal cannot improve any further by simply practicing on a dummy.
501831	Você descuidadamente bater o mergulho e iniciá-lo balançando.	You carelessly bump the dip and start it swinging.
501832	mudando para 7873	changing to 7873
501833	mudando para 7876	changing to 7876
501834	Você sucesso evitar perturbar o mergulho enquanto procura-lo.	You successfully avoid disturbing the dip while searching it.
501835	lista Guilda:	Guild list:
501836	Eu conheço você?	Do I know you?
501837	A gente se conhece?	Have we met?
501838	Eu não sei o que você está falando.	I don't know what you're talking about.
501839	Esse item em particular custa 700 moedas de ouro.	That particular item costs 700 gold pieces.
501840	Obrigado.	Thanks.
501841	Erro ao criar objeto escravo	error creating slave object
501842	não conseguiram teletransportar slaveObj	failed to teleport slaveObj
501843	meu escravo voltou	my slave has returned
501844	erro	bug
501845	Você está ocupado fazendo outra coisa e não consegue focar.	You are busy doing something else and cannot focus.
501846	Você está em paz.	You are at peace.
501847	Embriaguez não é propício para meditação.	Inebriation is not conducive to meditation.
501848	Você não pode focar sua concentração.	You cannot focus your concentration.
501849	A mente é forte, mas a carne é fraca.	The mind is strong, but the body is weak.
501850	Você não pode focar sua concentração.	You cannot focus your concentration.
501851	Você entra em um transe meditativo.	You enter a meditative trance.
501852	Alvo não pode ser visto.	Target cannot be seen.
501853	-Alvo é muito longe.	Target is too far away.
501854	Você não pode converter isso em um item de seguro.	You cannot cast this on a secure item.
501855	Sua magia parece não ter nenhum efeito.	Your magic seems to have no effect.
501856	Que não está preso.	That isn't trapped.
501857	Esta magia não funcionará em que!	This spell won't work on that!
501858	Onde você gostaria de cavar?	Where do you wish to dig?
501859	Você não pode ver esse local.	You cannot see that location.
501860	Isso está muito longe.	That is too far away.
501861	Você cavar e cavar, mas não conseguem encontrar nenhum tesouro.	You dig and dig but fail to find any treasure.
501862	Você não pode mina lá.	You can't mine there.
501863	Você não pode mina isso.	You can't mine that.
501864	Você não pode mina enquanto equitação.	You can't mine while riding.
501865	Você não pode mina enquanto polymorphed.	You can't mine while polymorphed.
501866	Não há nenhum metal aqui para o meu.	There is no metal here to mine.
501867	Você moveu muito longe para continuar mineração.	You have moved too far away to continue mining.
501868	Alguém tem chegado ao metal antes de você.	Someone has gotten to the metal before you.
501869	Você afrouxar algumas pedras, mas não conseguem encontrar qualquer minério utilizável.	You loosen some rocks but fail to find any useable ore.
501870	objvar modelo faltante!	Missing template objvar!
501871	667 vai	going to 667
501872	666 vai	going to 666
501873	vai Moonglow	going to Moonglow
501874	indo para a Grã-Bretanha	going to Britain
501875	vai Jhelom	going to Jhelom
501876	vai Yew	going to Yew
501877	vai Minoc	going to Minoc
501878	vai Trinsic	going to Trinsic
501879	vai Skara Brae	going to Skara Brae
501880	vai Magencia	going to Magencia
501881	caso padrão	default case
501882	caso padrão	default case
501883	Você não é famoso o suficiente para comprar este!	You are not famous enough to buy this!
501884	Você não é famoso o suficiente para construir este!	You are not famous enough to build this!
501885	Você já possui um desses!	You already own one of those!
501886	Esta casa é agora público. O proprietário pode agora colocar fornecedores e contratos de arrendamento fornecedor.	This house is now public. The owner may now place vendors and vendor rental contracts.
501887	Você tem fornecedores trabalhando fora deste edifício. Ele não pode ser declarado privada até que não haja vendedores no local.	You have vendors working out of this building. It cannot be declared private until there are no vendors in place.
501888	Esta casa é agora privado.	This house is now private.
501889	Escolha a roupa para tingir.	Select the clothing to dye.
501890	não pode tingir a roupa que está sendo usado.	Can't Dye clothing that is being worn.
501891	Está extrair a mensagem a partir da garrafa.	You extract the message from the bottle.
501892	Eu deveria convocar um fantasma para matá-lo necromante!	I should summon a ghost to kill you necromancer!
501893	Você sentir o cheiro inconfundível de enxofre!	You smell the unmistakable odor of brimstone!
501894	Você é poupado de qualquer forma de tortura por baixo.	You are spared any form of torment from below.
501895	Você está muito ocupado com outra coisa.	You are too busy with something else.
501896	Sobre o que eu devem ser utilizados?	On what shall I be used?
501897	Você não pode chegar a isso.	You cannot reach that.
501898	O poder de Necromancia agora é seu ......	The power of Necromancy is now yours......
501899	Este não é um item adequado para a necromancia.	This is not a proper item for necromancy.
501900	Que saco pertence a outra pessoa.	That bag belongs to someone else.
501901	A nova magia misteriosa é adicionado ao seu crânio necromântica!	A mysterious new spell is added to your necromantic Skull!
501902	Você não sabe aquela mágica.	You don't know that spell.
501903	Você não tem Mana suficiente para lançar o feitiço!	You don't have enough mana to cast that spell!
501904	Você não tem os reagentes adequados.	You don't have the proper reagents.
501905	Você não sabe aquela mágica.	You don't know that spell.
501906	Você não tem Mana suficiente para lançar o feitiço!	You don't have enough mana to cast that spell!
501907	Você não tem os reagentes adequados.	You don't have the proper reagents.
501908	Você não sabe aquela mágica.	You don't know that spell.
501909	Você não tem Mana suficiente para lançar o feitiço!	You don't have enough mana to cast that spell!
501910	Você não tem os reagentes adequados.	You don't have the proper reagents.
501911	Você não sabe aquela mágica.	You don't know that spell.
501912	Você não tem Mana suficiente para lançar o feitiço!	You don't have enough mana to cast that spell!
501913	Você não tem os reagentes adequados.	You don't have the proper reagents.
501914	Você não sabe aquela mágica.	You don't know that spell.
501915	Você não tem Mana suficiente para lançar o feitiço!	You don't have enough mana to cast that spell!
501916	Você não tem os reagentes adequados.	You don't have the proper reagents.
501917	Você não sabe aquela mágica.	You don't know that spell.
501918	Você não tem Mana suficiente para lançar o feitiço!	You don't have enough mana to cast that spell!
501919	Você não tem os reagentes adequados.	You don't have the proper reagents.
501920	Você deve ter uma vela necromântica para lançar feitiços.	You must have a necromantic candle to cast spells.
501921	Você deve ter uma vela necromântica para lançar feitiços.	You must have a necromantic candle to cast spells.
501922	Você deve ter uma vela necromântica para lançar feitiços.	You must have a necromantic candle to cast spells.
501923	Você deve ter uma vela necromântica para lançar feitiços.	You must have a necromantic candle to cast spells.
501924	Você deve ter uma vela necromântica para lançar feitiços.	You must have a necromantic candle to cast spells.
501925	Você deve ter uma vela necromântica para lançar feitiços.	You must have a necromantic candle to cast spells.
501926	Este não é o seu bilhete! Você devia se envergonhar! Você tem que usar o seu bilhete.	This isn't your ticket! Shame on you! You have to use YOUR ticket.
501927	Alvo qualquer outro bilhete marcado novo jogador para ganhar um prêmio.	Target any other ticket marked NEW PLAYER to win a prize.
501928	Você não pode segmentar o mesmo bilhete!	You can't target the same ticket!
501929	Você terá que escolher um bilhete.	You will need to select a ticket.
501930	Isso não é um bilhete válido.	That is not a valid ticket.
501931	Você precisa encontrar um outro bilhete marcado novo jogador.	You need to find another ticket marked NEW PLAYER.
501932	Uma banheira de tinta preta foi colocada na sua mochila.	A black dye tub has been placed in your backpack.
501933	Um cupom para um restyling de cabelo gratuito foi colocado em sua mochila.	A coupon for a free hair restyling has been placed in your backpack.
501934	Um pedaço de armadura ranger foi colocado em sua mochila.	A piece of ranger armor has been placed in your backpack.
501935	Uma varinha de fogos de artifício foi colocado em sua mochila.	A wand of fireworks has been placed in your backpack.
501936	A luneta foi colocado em sua mochila.	A spyglass has been placed in your backpack.
501937	Os corantes e banheira de corante ter sido colocado em sua mochila.	The dyes and dye tub have been placed in your backpack.
501938	Você não pode ser Shadowform e nightform, ao mesmo tempo!	You can't be shadowform and nightform at the same time!
501939	Minha cor!	My color!
501940	Como um jovem jogador, você não pode usar esta mágica.	As a young player, you may not use this spell.
501941	Alvo não pode ser visto.	Target cannot be seen.
501942	Essa localização é bloqueado.	That location is blocked.
501943	Alvo não pode ser visto. Tente novamente.	Target cannot be seen. Try again.
